*******************************************************************************
Database: 11702002
Sequence: CG5-1702-002
File size: 179712
Database effective from 02 FEB 2017 to 02 MAR 2017
Report compiled on Monday Dec 25 2023
OneNav+ Version: 1.18.0
*******************************************************************************
HONEYWELL PROPRIETARY AND CONFIDENTIAL
COPYRIGHT © 2011-2023
HONEYWELL INTERNATIONAL INC.
UNPUBLISHED WORK. ALL RIGHTS RESERVED 
*******************************************************************************
Summary
-------------------------
Table Name,Record Count
Airports,97
Airways,2135
Airway Legs,17205
Alternates,0
Company Routes,0
Company Route Legs,0
FuelPolicy,8
Airline Policy,0
HoldingPatterns,0
Gates,0
GridMORA,0
Navaids,1131
NDBs,264
Procedures ,5146
Procedure Legs,21583
Runways,286
Waypoints,9082

Airports
-------------------------
Ident,RevCode,Latitude,Longitude,MagVar,Elevation,SpeedLimitCoded,SpeedLimit,SpeedLimitAltitude,TransAltitude,ProceduresExist,RunwaysExist,GatesExist,AlternatesExist,ICAO,MaxRunwayLength,SIDs,STARs,Approaches,EOSIDs
A125,B,ARKEK,WPT,N37-36-00.00,E062-11-00.00,,
A125,B,RINAT,WPT,N37-41-16.02,E063-22-09.99,,
A125,B,RARUN,WPT,N37-46-17.98,E064-33-00.00,,
A125,B,ATMYT,WPT,N37-49-00.00,E065-13-00.00,,
A125,B,*EOA*, ,,,,
A126,B,SMK,VOR,N42-21-32.13,E069-30-14.39,,
A126,B,ADESA,WPT,N42-09-39.99,E069-48-54.01,,
A126,B,TULGA,WPT,N41-53-46.98,E070-12-04.01,,
A126,B,RODKI,WPT,N41-23-47.96,E070-58-53.97,,
A126,B,ABDOK,WPT,N41-17-18.02,E071-08-18.03,,
A126,B,SA,NDB,N40-58-06.18,E071-37-16.80,,
A126,B,*EOA*, ,,,,
A127,B,GASTA,WPT,N42-49-13.03,E073-32-46.99,,
A127,B,OGTOL,WPT,N42-49-06.00,E073-30-00.00,,
A127,B,MIKDO,WPT,N42-50-58.01,E071-45-51.03,,
A127,B,TRZ,VOR,N42-52-14.02,E071-16-54.12,,
A127,B,ANESA,WPT,N42-40-05.96,E070-36-54.04,,
A127,B,KOLAM,WPT,N42-37-02.04,E070-25-39.97,,
A127,B,ADESA,WPT,N42-09-39.99,E069-48-54.01,,
A127,B,BAMUT,WPT,N41-51-24.00,E069-24-48.02,,
A127,B,DODUR,WPT,N41-23-00.00,E068-48-00.00,,
A127,B,OGRIP,WPT,N40-54-53.98,E068-05-00.00,,
A127,B,TADEN,WPT,N40-33-36.00,E066-54-36.00,,
A127,B,REDPO,WPT,N40-13-54.03,E065-52-00.00,,
A127,B,BUPOR,WPT,N39-46-29.97,E064-29-00.00,,
A127,B,*EOA*, ,,,,
A131,B,SUGIR,WPT,N54-44-00.99,E036-38-32.98,,
A131,B,NELEP,WPT,N54-20-56.02,E036-14-36.02,,
A131,B,AGNIN,WPT,N53-47-57.01,E035-41-17.01,,
A131,B,ARLAB,WPT,N53-36-33.99,E035-46-28.00,,
A131,B,RIMAK,WPT,N53-25-41.01,E035-51-23.01,,
A131,B,KOREB,WPT,N52-58-58.97,E036-05-52.98,,
A131,B,TALID,WPT,N52-34-29.03,E036-09-52.98,,
A131,B,ULNER,WPT,N52-25-53.01,E036-11-17.03,,
A131,B,KUTEB,WPT,N51-45-05.04,E036-17-41.03,,
A131,B,LULED,WPT,N51-11-05.00,E036-02-34.99,,
A131,B,LEMBO,WPT,N50-47-23.03,E035-52-17.01,,
A131,B,BODRO,WPT,N50-31-58.99,E035-45-53.01,,
A131,B,FORMA,WPT,N50-21-17.99,E035-41-54.01,,
A131,B,*EOA*, ,,,,
A137,B,ROLKA,WPT,N50-24-14.97,E023-49-31.97,,
A137,B,DORER,WPT,N50-27-56.98,E027-12-27.97,,
A137,B,LAPVA,WPT,N50-27-22.99,E028-41-32.97,,
A137,B,KEDUB,WPT,N50-24-06.01,E030-27-06.04,,
A137,B,BRP,VOR,N50-17-08.48,E030-54-03.52,,
A137,B,GOTAP,WPT,N50-15-18.02,E031-49-11.96,,
A137,B,LULAP,WPT,N50-15-19.02,E032-21-11.03,,
A137,B,RS,NDB,N50-12-46.00,E033-53-06.97,,
A137,B,OKSAR,WPT,N50-04-59.03,E034-38-01.98,,
A137,B,SUTOR,WPT,N49-55-01.99,E035-32-43.00,,
A137,B,KHR,VOR,N49-55-44.09,E036-17-25.58,,
A137,B,GOBUN,WPT,N50-18-06.03,E037-38-23.99,,
A137,B,*EOA*, ,,,,
A16,1,VADEN,WPT,N42-03-56.00,E027-12-58.02,,
A16,1,FENER,WPT,N41-17-10.99,E028-21-27.98,,
A16,1,IST,VOR,N40-57-41.30,E028-48-38.52,,
A16,1,YAA,VOR,N40-28-30.10,E029-12-27.22,,
A16,1,DEKEK,WPT,N40-20-03.66,E029-19-23.35,,
A16,1,ELVON,WPT,N40-11-34.99,E029-26-19.64,,
A16,1,KARGI,WPT,N39-25-44.97,E030-03-16.03,,
A16,1,KFK,VOR,N38-48-14.90,E030-32-48.63,,
A16,1,LEMDA,WPT,N37-58-56.01,E030-39-24.99,,
A16,1,EKSEN,WPT,N37-53-26.01,E030-40-13.04,,
A16,1,ELMAS,WPT,N37-35-00.00,E030-42-30.00,,
A16,1,KUMRU,WPT,N37-24-55.98,E030-43-57.98,,
A16,1,AYT,VOR,N36-55-14.88,E030-47-40.07,,
A16,1,DERYA,WPT,N36-24-56.01,E030-48-43.02,,
A16,1,TOMBI,WPT,N36-02-26.03,E030-49-27.98,,
A16,1,DASNI,WPT,N35-37-00.00,E030-51-00.00,,
A16,1,PEDER,WPT,N35-10-41.22,E030-51-52.98,,
A16,1,MAROS,WPT,N34-37-00.03,E030-53-00.03,,
A16,1,*EOA*, ,,,,
A17,B,RIXEN,WPT,N42-04-56.02,E028-45-58.00,,
A17,B,NAMAN,WPT,N40-59-56.02,E030-59-58.01,,
A17,B,YAVRU,WPT,N40-34-56.03,E031-49-58.00,,
A17,B,KIZIK,WPT,N40-25-06.01,E032-08-58.02,,
A17,B,BAG,VOR,N40-04-11.82,E032-48-37.64,,
A17,B,YUCEL,WPT,N39-34-44.01,E033-35-06.97,,
A17,B,BELSU,WPT,N39-07-51.00,E034-17-11.04,,
A17,B,KISLA,WPT,N39-06-35.99,E034-20-00.00,,
A17,B,ERHAN,WPT,N38-31-25.97,E035-13-43.98,,
A17,B,SOLSA,WPT,N38-08-44.02,E035-46-43.99,,
A17,B,RATSI,WPT,N37-50-13.97,E036-13-12.98,,
A17,B,REMPO,WPT,N37-39-35.98,E036-28-20.02,,
A17,B,POGEN,WPT,N37-30-10.99,E036-41-36.98,,
A17,B,ASBOM,WPT,N37-15-31.99,E037-02-29.01,,
A17,B,BOYAT,WPT,N37-07-14.98,E037-14-35.99,,
A17,B,GAZ,VOR,N36-57-05.50,E037-28-22.62,,
A17,B,*EOA*, ,,,,
A21,B,KTN,VOR,N34-12-48.01,E037-15-47.98,,
A21,B,FIRAS,WPT,N33-52-19.00,E037-55-11.99,,
A21,B,TAN,VOR,N33-28-56.18,E038-39-11.31,,
A21,B,*EOA*, ,,,,
A225,B,GUKOL,WPT,N48-11-42.02,E039-56-35.98,,
A225,B,LATRI,WPT,N48-08-59.02,E040-02-54.03,,
A225,B,RAMOG,WPT,N48-06-53.03,E040-07-06.01,,
A225,B,KA,NDB,N47-35-15.99,E041-06-54.01,,
A225,B,TIKNA,WPT,N46-28-47.00,E043-15-47.96,,
A225,B,*EOA*, ,,,,
A230,B,DERKI,WPT,N38-31-54.01,E065-06-24.03,,
A230,B,INDUD,WPT,N38-37-06.02,E066-14-17.99,,
A230,B,IRBIN,WPT,N39-14-11.98,E067-00-06.00,,
A230,B,USETU,WPT,N39-25-42.04,E067-14-35.96,,
A230,B,RONVU,WPT,N39-45-06.00,E067-16-29.98,,
A230,B,EDOSU,WPT,N39-48-53.96,E067-37-24.02,,
A230,B,OMANO,WPT,N40-02-05.98,E068-51-54.03,,
A230,B,PF,NDB,N40-03-00.00,E068-57-00.01,,
A230,B,*EOA*, ,,,,
A233,B,SOROL,WPT,N43-43-58.99,E043-09-55.02,,
A233,B,UGADA,WPT,N43-27-59.04,E043-01-55.00,,
A233,B,*EOA*, ,,,,
A234,B,LAPTO,WPT,N42-37-54.03,E044-11-23.98,,
A234,B,AGDOR,WPT,N43-21-16.96,E043-51-14.98,,
A234,B,BAMDA,WPT,N43-28-17.03,E043-47-55.99,,
A234,B,MARAT,WPT,N43-50-47.01,E043-37-12.98,,
A234,B,NIPAM,WPT,N44-32-35.01,E043-19-57.01,,
A234,B,NUNRA,WPT,N44-40-39.97,E043-16-35.01,,
A234,B,SOPKU,WPT,N45-27-52.02,E042-56-26.01,,
A234,B,ROBUT,WPT,N46-00-22.99,E042-42-12.03,,
A234,B,USEMA,WPT,N46-41-59.02,E042-20-30.02,,
A234,B,*EOA*, ,,,,
A236,B,LULED,WPT,N51-11-05.00,E036-02-34.99,,
A236,B,LUMAT,WPT,N50-51-00.02,E035-26-00.00,,
A236,B,*EOA*, ,,,,
A237,B,MIRVI,WPT,N39-32-54.01,E069-54-11.97,,
A237,B,USIMO,WPT,N40-05-00.02,E069-30-54.01,,
A237,B,DILRO,WPT,N40-24-30.01,E069-16-36.03,,
A237,B,LANOL,WPT,N41-11-35.96,E068-55-05.99,,
A237,B,DODUR,WPT,N41-23-00.00,E068-48-00.00,,
A237,B,*EOA*, ,,,,
A238,B,PAVEL,WPT,N42-59-48.01,E066-46-42.01,,
A238,B,IBMOB,WPT,N41-34-35.99,E068-02-11.96,,
A238,B,OSBOR,WPT,N41-00-54.04,E068-31-00.00,,
A238,B,CV,NDB,N40-48-36.17,E068-40-55.88,,
A238,B,GALRA,WPT,N40-12-41.96,E068-53-36.00,,
A238,B,IPGED,WPT,N40-08-42.03,E068-55-00.00,,
A238,B,PF,NDB,N40-03-00.00,E068-57-00.01,,
A238,B,INBIL,WPT,N39-22-12.00,E069-07-00.00,,
A238,B,JD,NDB,N38-32-36.04,E069-18-47.96,,
A238,B,KYLOB,WPT,N37-59-50.01,E069-48-23.96,,
A238,B,RAMAN,WPT,N37-37-00.02,E069-54-00.00,,
A238,B,*EOA*, ,,,,
A240,B,RJ,NDB,N39-00-00.02,E056-18-00.00,,
A240,B,KESEK,WPT,N39-17-00.00,E055-34-00.00,,
A240,B,AGMAL,WPT,N39-48-00.00,E054-09-00.01,,
A240,B,KRS,VOR,N40-05-05.97,E053-00-02.01,,
A240,B,TABAB,WPT,N40-54-11.96,E052-36-30.00,,
A240,B,KERUL,WPT,N41-51-28.01,E052-08-20.98,,
A240,B,DEKUR,WPT,N42-22-47.99,E051-52-29.98,,
A240,B,ADEDA,WPT,N42-34-37.97,E051-46-28.00,,
A240,B,LUMUR,WPT,N43-06-36.03,E051-29-52.97,,
A240,B,AKT,VOR,N43-51-31.28,E051-06-02.43,,
A240,B,*EOA*, ,,,,
A245,B,ANAKA,WPT,N45-00-08.03,E037-20-50.02,,
A245,B,ARNAD,WPT,N45-21-00.00,E036-38-47.97,,
A245,B,*EOA*, ,,,,
A248,B,KEGIB,WPT,N40-21-00.00,E070-25-12.01,,
A248,B,ELMAL,WPT,N40-42-17.96,E069-50-17.98,,
A248,B,USOLO,WPT,N40-58-29.97,E069-23-12.00,,
A248,B,*EOA*, ,,,,
A277,B,GAMAN,WPT,N45-00-00.00,E036-35-29.98,,
A277,B,DIBAT,WPT,N44-34-23.00,E037-15-29.99,,
A277,B,NALUD,WPT,N44-28-46.98,E037-24-13.03,,
A277,B,LIMAS,WPT,N44-12-29.02,E037-49-12.02,,
A277,B,ARKUT,WPT,N44-01-34.97,E038-05-29.97,,
A277,B,BAKRI,WPT,N43-53-53.03,E038-16-54.00,,
A277,B,LAMET,WPT,N43-20-58.96,E039-05-18.98,,
A277,B,BANUT,WPT,N42-59-22.98,E039-59-07.00,,
A277,B,ALIKA,WPT,N42-15-08.98,E041-32-04.97,,
A277,B,IBERI,WPT,N42-09-38.98,E041-43-18.03,,
A277,B,BARUS,WPT,N41-54-14.02,E042-50-29.97,,
A277,B,*EOA*, ,,,,
A279,1,ROGLA,WPT,N51-29-24.01,E039-35-24.02,,
A279,1,RASAP,WPT,N50-43-52.99,E037-46-35.98,,
A279,1,KUBOK,WPT,N50-19-00.03,E036-49-42.02,,
A279,1,*EOA*, ,,,,
A279,2,TULDU,WPT,N51-30-20.01,E039-38-58.00,,
A279,2,IDNUL,WPT,N51-25-31.03,E039-26-55.04,,
A279,2,ARMIB,WPT,N51-15-43.02,E039-02-42.01,,
A279,2,RASAP,WPT,N50-43-52.99,E037-46-35.98,,
A279,2,KUBOK,WPT,N50-19-00.03,E036-49-42.02,,
A279,2,*EOA*, ,,,,
A28,B,BANIP,WPT,N53-12-46.99,E034-10-34.99,,
A28,B,REPNA,WPT,N52-58-40.97,E033-56-05.02,,
A28,B,TIRAS,WPT,N52-21-00.01,E033-18-36.04,,
A28,B,*EOA*, ,,,,
A299,B,UNEDO,WPT,N46-46-31.00,E062-18-32.02,,
A299,B,RESBA,WPT,N46-22-54.98,E062-13-59.03,,
A299,B,NKZ,VOR,N45-49-52.03,E062-07-38.97,,
A299,B,OLINA,WPT,N45-16-44.99,E061-51-40.02,,
A299,B,RIKTO,WPT,N44-45-04.00,E061-36-38.00,,
A299,B,AKALI,WPT,N44-08-29.01,E061-19-37.02,,
A299,B,GIGMA,WPT,N43-04-53.99,E061-02-41.98,,
A299,B,MAKIX,WPT,N42-06-00.00,E060-47-18.03,,
A299,B,URG,VOR,N41-34-44.10,E060-39-17.93,,
A299,B,SAIDA,WPT,N41-12-00.00,E061-07-17.99,,
A299,B,MEGIL,WPT,N40-27-54.02,E062-00-48.02,,
A299,B,POGON,WPT,N39-50-36.01,E062-44-53.98,,
A299,B,LBA,VOR,N39-05-24.00,E063-36-42.04,,
A299,B,ATMYT,WPT,N37-49-00.00,E065-13-00.00,,
A299,B,RAPTA,WPT,N37-27-00.00,E065-38-00.00,,
A299,B,*EOA*, ,,,,
A325,B,PRA,VOR,N24-02-13.71,E074-44-38.18,,
A325,B,INTIX,WPT,N24-13-02.98,E074-09-22.98,,
A325,B,TASOP,WPT,N25-13-20.02,E070-47-58.98,,
A325,B,KE,NDB,N25-31-12.29,E069-46-15.27,,
A325,B,POTUP,WPT,N25-22-01.98,E069-05-58.96,,
A325,B,DOVDO,WPT,N25-14-34.02,E068-33-51.02,,
A325,B,PUNAM,WPT,N25-01-02.00,E067-37-01.00,,
A325,B,KC,VOR,N24-54-43.10,E067-10-54.03,,
A325,B,BEGIM,WPT,N24-43-02.00,E067-00-00.98,,
A325,B,MELOM,WPT,N25-03-34.02,E066-31-33.96,,
A325,B,PUNEL,WPT,N25-18-35.04,E065-22-45.00,,
A325,B,PARET,WPT,N25-25-18.04,E064-51-02.00,,
A325,B,JI,VOR,N25-03-49.78,E061-47-43.64,,
A325,B,*EOA*, ,,,,
A336,B,KA,NDB,N24-49-40.59,E066-39-51.90,,
A336,B,BEGIM,WPT,N24-43-02.00,E067-00-00.98,,
A336,B,KC,VOR,N24-54-43.10,E067-10-54.03,,
A336,B,*EOA*, ,,,,
A347,B,BBB,VOR,N19-05-10.75,E072-52-29.14,,
A347,B,DOTIP,WPT,N20-45-28.73,E072-56-46.68,,
A347,B,APANO,WPT,N21-35-02.38,E072-58-57.69,,
A347,B,QQZ,VOR,N22-19-58.70,E073-13-30.21,,
A347,B,AMVIG,WPT,N22-51-12.81,E073-22-33.02,,
A347,B,ARADO,WPT,N24-01-36.40,E073-43-11.30,,
A347,B,UUD,VOR,N24-36-46.42,E073-53-38.71,,
A347,B,UKBAB,WPT,N26-11-46.52,E074-54-45.58,,
A347,B,DIPAS,WPT,N27-38-15.40,E075-51-51.12,,
A347,B,CHI,VOR,N28-21-00.17,E076-39-31.68,,
A347,B,*EOA*, ,,,,
A352,B,KZO,VOR,N44-42-17.77,E065-35-49.60,,
A352,B,GITIM,WPT,N44-17-51.99,E066-25-40.01,,
A352,B,GIMRI,WPT,N43-45-29.99,E067-29-31.03,,
A352,B,KUDUG,WPT,N43-32-16.04,E067-54-56.98,,
A352,B,GENDI,WPT,N43-18-00.00,E068-22-00.03,,
A352,B,ARVAR,WPT,N43-22-32.97,E069-10-27.01,,
A352,B,ARBOL,WPT,N43-30-55.01,E070-51-36.98,,
A352,B,TRZ,VOR,N42-52-14.02,E071-16-54.12,,
A352,B,DEMAS,WPT,N42-47-31.99,E071-20-08.01,,
A352,B,KESOR,WPT,N42-15-12.00,E071-36-47.98,,
A352,B,SORAM,WPT,N41-43-54.03,E071-52-41.99,,
A352,B,NS,NDB,N41-12-06.01,E072-10-51.26,,
A352,B,*EOA*, ,,,,
A354,B,MALOD,WPT,N45-18-11.97,E075-10-37.04,,
A354,B,DESER,WPT,N44-55-00.00,E075-31-00.02,,
A354,B,TUKTO,WPT,N44-11-36.03,E076-08-30.01,,
A354,B,ADABA,WPT,N43-58-19.99,E076-20-09.02,,
A354,B,USUGA,WPT,N43-36-00.00,E076-19-34.03,,
A354,B,*EOA*, ,,,,
A355,B,NT,NDB,N43-41-45.97,E073-44-53.97,,
A355,B,BASAN,WPT,N43-34-00.01,E073-54-12.00,,
A355,B,RODAM,WPT,N43-13-48.00,E074-19-34.01,,
A355,B,MNS,VOR,N43-04-00.92,E074-31-15.27,,
A355,B,SULET,WPT,N43-06-12.01,E074-35-06.01,,
A355,B,UMLOD,WPT,N43-22-17.99,E075-07-15.03,,
A355,B,BINRI,WPT,N43-26-07.03,E075-13-08.98,,
A355,B,TIPSA,WPT,N43-38-08.98,E075-31-48.99,,
A355,B,REGMU,WPT,N43-50-04.99,E076-00-12.00,,
A355,B,ADABA,WPT,N43-58-19.99,E076-20-09.02,,
A355,B,UMIRO,WPT,N44-14-21.03,E076-35-37.00,,
A355,B,BIOTA,WPT,N44-21-23.96,E076-42-24.02,,
A355,B,GINDO,WPT,N45-01-22.96,E077-21-27.02,,
A355,B,*EOA*, ,,,,
A356,B,ATR,VOR,N47-08-38.20,E051-48-05.41,,
A356,B,GOGDI,WPT,N47-03-20.01,E052-50-55.02,,
A356,B,LEPSI,WPT,N46-57-50.01,E053-49-50.02,,
A356,B,RIKRI,WPT,N46-53-19.03,E054-34-23.02,,
A356,B,PEMOL,WPT,N46-48-41.01,E055-17-20.00,,
A356,B,TISRA,WPT,N46-38-50.99,E056-41-00.02,,
A356,B,ABDUN,WPT,N46-13-37.02,E059-43-16.04,,
A356,B,SANUR,WPT,N45-57-16.98,E061-24-46.01,,
A356,B,NKZ,VOR,N45-49-52.03,E062-07-38.97,,
A356,B,AGMUR,WPT,N45-00-56.00,E064-41-05.96,,
A356,B,BUDET,WPT,N44-55-07.00,E064-58-24.02,,
A356,B,KZO,VOR,N44-42-17.77,E065-35-49.60,,
A356,B,DIKAM,WPT,N44-36-50.01,E066-35-54.98,,
A356,B,LUKUR,WPT,N44-31-11.97,E067-32-26.00,,
A356,B,REMOL,WPT,N44-27-04.01,E068-12-37.98,,
A356,B,TUROK,WPT,N44-22-14.02,E068-54-46.99,,
A356,B,GAMBU,WPT,N44-11-05.98,E070-24-01.02,,
A356,B,KUGIR,WPT,N44-06-25.03,E070-59-06.02,,
A356,B,RISAS,WPT,N43-58-53.98,E071-52-47.01,,
A356,B,NT,NDB,N43-41-45.97,E073-44-53.97,,
A356,B,SUBIR,WPT,N43-44-46.04,E074-10-51.97,,
A356,B,KADAN,WPT,N43-54-50.03,E075-44-25.02,,
A356,B,ADABA,WPT,N43-58-19.99,E076-20-09.02,,
A356,B,UNADA,WPT,N43-35-51.02,E076-48-31.02,,
A356,B,ATA,VOR,N43-22-35.52,E077-05-02.80,,
A356,B,*EOA*, ,,,,
A357,B,KODUM,WPT,N47-55-55.96,E054-45-37.01,,
A357,B,GISTO,WPT,N47-24-57.00,E052-46-54.00,,
A357,B,ATR,VOR,N47-08-38.20,E051-48-05.41,,
A357,B,NIKNA,WPT,N46-25-56.97,E051-38-38.03,,
A357,B,KOLIB,WPT,N45-40-46.97,E051-28-48.01,,
A357,B,PIRIM,WPT,N44-48-08.01,E051-17-40.98,,
A357,B,AKT,VOR,N43-51-31.28,E051-06-02.43,,
A357,B,GASBI,WPT,N42-26-12.00,E050-28-11.96,,
A357,B,*EOA*, ,,,,
A359,B,PEPEL,WPT,N39-34-42.00,E067-29-06.00,,
A359,B,RONVU,WPT,N39-45-06.00,E067-16-29.98,,
A359,B,IDSAN,WPT,N40-22-18.00,E067-17-30.00,,
A359,B,ASLOK,WPT,N41-05-47.96,E067-19-53.99,,
A359,B,UMKAS,WPT,N41-40-12.02,E067-21-49.01,,
A359,B,ROSIM,WPT,N42-34-15.03,E067-24-53.02,,
A359,B,AGERA,WPT,N43-07-37.98,E067-26-49.97,,
A359,B,POBEK,WPT,N43-25-33.96,E067-27-54.01,,
A359,B,GIMRI,WPT,N43-45-29.99,E067-29-31.03,,
A359,B,BIMDO,WPT,N44-18-08.99,E067-31-35.01,,
A359,B,LUKUR,WPT,N44-31-11.97,E067-32-26.00,,
A359,B,NONDI,WPT,N46-05-51.99,E067-38-41.96,,
A359,B,*EOA*, ,,,,
A360,B,GINDO,WPT,N45-01-22.96,E077-21-27.02,,
A360,B,NALIK,WPT,N44-50-21.03,E077-34-52.01,,
A360,B,IDBAL,WPT,N44-27-37.99,E078-02-07.04,,
A360,B,BESIR,WPT,N44-19-00.98,E078-12-20.00,,
A360,B,MINPO,WPT,N44-15-36.97,E078-16-20.00,,
A360,B,ADEGA,WPT,N44-08-54.97,E078-24-11.99,,
A360,B,*EOA*, ,,,,
A364,B,SCH,VOR,N38-25-41.99,E077-14-30.03,,
A364,B,KHG,VOR,N39-32-47.98,E076-01-23.99,,
A364,B,*EOA*, ,,,,
A367,B,BALGO,WPT,N43-02-34.01,E073-36-01.96,,
A367,B,NT,NDB,N43-41-45.97,E073-44-53.97,,
A367,B,ALAKO,WPT,N44-19-57.99,E073-59-02.99,,
A367,B,ABEBA,WPT,N44-29-56.96,E074-02-48.02,,
A367,B,TENRO,WPT,N44-59-52.97,E074-14-08.03,,
A367,B,*EOA*, ,,,,
A369,B,LEKLU,WPT,N45-07-00.00,E075-49-05.97,,
A369,B,RISAD,WPT,N44-13-24.02,E076-13-11.96,,
A369,B,ADABA,WPT,N43-58-19.99,E076-20-09.02,,
A369,B,DETAK,WPT,N43-48-23.02,E076-50-28.98,,
A369,B,NIGET,WPT,N43-41-24.03,E077-11-26.03,,
A369,B,TIRBA,WPT,N43-34-56.02,E077-30-30.99,,
A369,B,*EOA*, ,,,,
A370,B,MAXAT,WPT,N39-04-06.98,E058-45-33.03,,
A370,B,MOLAD,WPT,N39-16-10.79,E058-54-10.82,,
A370,B,NEDIR,WPT,N39-32-39.02,E059-06-05.98,,
A370,B,LITOR,WPT,N39-54-03.57,E059-22-00.00,,
A370,B,DLONA,WPT,N40-24-54.04,E059-44-53.99,,
A370,B,TAKIP,WPT,N41-02-29.98,E060-13-29.97,,
A370,B,DARVA,WPT,N41-18-23.99,E060-25-41.97,,
A370,B,URG,VOR,N41-34-44.10,E060-39-17.93,,
A370,B,NESVA,WPT,N42-02-35.97,E061-20-18.04,,
A370,B,UBAGU,WPT,N43-02-27.99,E062-51-19.98,,
A370,B,RIMDO,WPT,N43-19-42.02,E063-18-36.01,,
A370,B,NITNA,WPT,N43-30-29.98,E063-36-00.01,,
A370,B,MIMRI,WPT,N43-38-07.98,E063-48-21.98,,
A370,B,DILNA,WPT,N44-14-50.00,E064-49-11.00,,
A370,B,KZO,VOR,N44-42-17.77,E065-35-49.60,,
A370,B,AMREK,WPT,N45-21-09.02,E066-02-26.00,,
A370,B,GORVA,WPT,N46-24-55.02,E066-46-54.99,,
A370,B,*EOA*, ,,,,
A371,B,ATR,VOR,N47-08-38.20,E051-48-05.41,,
A371,B,BASPU,WPT,N47-15-14.01,E052-50-45.98,,
A371,B,EPOLI,WPT,N47-22-34.02,E054-13-16.01,,
A371,B,LANIN,WPT,N47-26-58.97,E054-59-37.00,,
A371,B,ODPUT,WPT,N47-30-03.98,E055-38-46.02,,
A371,B,LUKET,WPT,N47-33-09.99,E056-21-34.97,,
A371,B,UDATO,WPT,N47-38-00.99,E057-37-54.98,,
A371,B,RUGUS,WPT,N47-42-49.97,E059-12-19.01,,
A371,B,ARSAN,WPT,N47-44-36.03,E060-07-38.03,,
A371,B,*EOA*, ,,,,
A373,B,DODOK,WPT,N45-14-17.99,E076-00-12.00,,
A373,B,ETEDA,WPT,N44-20-24.02,E076-32-06.04,,
A373,B,UMIRO,WPT,N44-14-21.03,E076-35-37.00,,
A373,B,BAKIS,WPT,N44-00-31.01,E076-43-33.00,,
A373,B,DETAK,WPT,N43-48-23.02,E076-50-28.98,,
A373,B,BEDUR,WPT,N43-35-46.00,E076-57-39.02,,
A373,B,ATA,VOR,N43-22-35.52,E077-05-02.80,,
A373,B,*EOA*, ,,,,
A412,B,TAN,VOR,N33-28-56.18,E038-39-11.31,,
A412,B,RAFIF,WPT,N33-12-47.03,E038-19-19.00,,
A412,B,ZELAF,WPT,N32-56-56.19,E037-59-59.28,,
A412,B,DAXEN,WPT,N32-44-44.81,E037-41-05.28,,
A412,B,*EOA*, ,,,,
A416,B,TBZ,VOR,N38-08-53.52,E046-12-46.58,,
A416,B,EGVON,WPT,N38-16-46.97,E047-54-21.03,,
A416,B,ARB,VOR,N38-18-56.52,E048-26-05.10,,
A416,B,GIVTA,WPT,N38-00-50.03,E048-47-44.02,,
A416,B,GABMI,WPT,N37-41-15.02,E049-10-52.01,,
A416,B,RST,VOR,N37-19-34.94,E049-36-56.81,,
A416,B,KOBUB,WPT,N37-06-20.99,E050-10-30.97,,
A416,B,EGMAN,WPT,N37-03-11.04,E050-18-26.97,,
A416,B,RSR,NDB,N36-54-12.46,E050-40-49.61,,
A416,B,ALKUP,WPT,N36-47-01.96,E051-04-09.03,,
A416,B,NSR,NDB,N36-39-35.32,E051-28-04.98,,
A416,B,IMKER,WPT,N36-39-33.00,E051-53-00.03,,
A416,B,MODEK,WPT,N36-39-18.01,E052-34-07.01,,
A416,B,DNZ,VOR,N36-38-54.69,E053-11-20.01,,
A416,B,PUSAL,WPT,N36-35-22.02,E053-48-17.02,,
A416,B,MITOT,WPT,N36-27-17.99,E055-06-44.02,,
A416,B,IBRAV,WPT,N36-22-52.03,E055-47-22.03,,
A416,B,VATAR,WPT,N36-14-36.02,E056-57-39.99,,
A416,B,SBZ,VOR,N36-10-11.37,E057-34-15.52,,
A416,B,LOXED,WPT,N35-58-53.98,E058-06-09.02,,
A416,B,RIBUX,WPT,N36-01-12.03,E058-26-46.99,,
A416,B,MSD,VOR,N36-13-52.22,E059-39-01.89,,
A416,B,SOGES,WPT,N35-16-00.02,E059-58-22.00,,
A416,B,SOKAM,WPT,N33-13-16.00,E060-37-53.96,,
A416,B,*EOA*, ,,,,
A418,B,SYZ,VOR,N29-32-24.64,E052-35-19.62,,
A418,B,KUPTO,WPT,N28-24-18.00,E052-54-32.00,,
A418,B,KIS,VOR,N26-31-30.57,E053-57-44.71,,
A418,B,ORSAR,WPT,N26-04-29.99,E053-57-30.03,,
A418,B,*EOA*, ,,,,
A422,B,UMH,VOR,N37-41-14.01,E045-05-03.74,,
A422,B,RABEM,WPT,N37-48-40.97,E045-29-48.98,,
A422,B,SETNA,WPT,N37-56-15.03,E045-55-22.03,,
A422,B,TBZ,VOR,N38-08-53.52,E046-12-46.58,,
A422,B,DARUN,WPT,N38-33-38.99,E046-42-35.01,,
A422,B,DASDA,WPT,N38-41-34.99,E046-52-13.98,,
A422,B,PAD,NDB,N39-34-42.69,E047-58-02.81,,
A422,B,PARSU,WPT,N39-37-48.01,E048-04-47.97,,
A422,B,*EOA*, ,,,,
A454,B,KC,VOR,N24-54-43.10,E067-10-54.03,,
